text,category,urgency,department,cost_kzt,resolution_days,location_district,language
"стройка на улице туркеста ншумит рано утром, мелочьь, но всё же",noise,low,Департамент полиции г. Астаны,7000,1,Сарыаркинский,ru
"On Кенесары street near the hospital the sidewalk is covered in ice, people are slipping, the situation is serious, please fix urgently",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),101000,1,Нуринский,en
"Сарыарка көшесінде аялдама маңында үйде жылу жоқ, пәтер суық, тұрғындар шағымдануда. мүмкіндік болса қараңыздар Әрине, әдеттегідей ешкім қам жемейді.",heating_utilities,low,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,294000,10,Сарыаркинский,kk
"in есильский district a water pipe burst, in one spot water is flooding. not urgent but annoying",water_sewage,low,ГКП «Астана су арнасы» (Водоканал),173000,3,Есильский,en
"On Алихана Бокейхана street the gas pipe is damaged, gas is leaking, emergency situation",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,46000,1,Нуринский,en
"на ул. туркестан нет отопления в де, в квартире холодно, акимат бездействует. жителям некомфортно Спасибо, что как всегда ничего не делается.",heating_utilities,medium,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,428000,2,Сарыаркинский,ru
"В Сарыракинский районе паркуются на местах ддля инвалидов, помогите пожалуйста",parking_violation,low,Местная полицейская служба / служба эвакуации,1000,1,Сарыаркинский,ru
"Машина врезалась в столб На улице Сейфуллина возле ЖД вокзала, есть пострадавшие, это уже опасно",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,232000,1,Алматинский,ru
"On Кабанбай батыра street the streetlight is not working, it's dark and scary at night. it causes inconvenience",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,43000,3,Алматинский,en
"On Туран street trees untrimme, lawn overgrown. it causes inconvenience",park_landscaping,medium,Управление благоустройства и озеленения,177000,6,Есильский,en
"В Нуринский районе нет дорожного знака, водители путаются, прошу принять меры",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",61000,12,Нуринский,ru
"On Достык street near the school #25 the bus stop is in bad condition, no shelter, the situation is serious, please fix urgently",public_transport,high,Управление пассажирского транспорта,161000,9,Байконырский,en
"Маршрут №73 На улице Достык отменили, людям не доехать. по возможности устраните",public_transport,low,Управление пассажирского транспорта,418000,24,Байконырский,ru
"На улице Динмухамеда Кунаева возле роддома ночью ограбили магазин, разбили витрину и вынесли товар, нужно срочно",crime,high,Департамент полиции г. Астаны (102),163000,26,Есильский,ru
"На улице Кабанбай батыра возле перекрёстка ребёнок задыхается, помогите, вызовите скорую, уже произошла авария",medical_emergency,critical,Станция скорой медицинской помощи (103),11000,0,Есильский,ru
"On Достык street near the school #25 a car caught fire, the flames are spreading, people are in danger",fire,critical,ДЧС г. Астаны — Пожарная служба (101),667000,1,Алматинский,en
"Кенесары көшесінде мүгеддектерге арналған пандус жоқ, 109-ға қоңырау шалдық, нәтиже жоқ",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",215000,14,Сарыаркинский,kk
"On Абая street trees untrimmed, lawn overgrown, constantly recurring. please pay attention",park_landscaping,medium,Управление благоустройства и озеленения,390000,21,Нуринский,en
"В Есильский р-не прорыв водопроводной трубы, вода течёт. доставляет неудобства",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),226000,3,Есильский,ru
"в сарыаркинский районе лифт не работает уже 86 дней, целый двор страдает. доставляет неудобства",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),247000,2,Сарыаркинский,ru
"В Есильский р-не возле университета оборвало линию электропередач, провод искрит, мелочь, но всё же",power_outage,low,АО «Астанаэнергосбыт» / городские электросети (АРЭК),132000,2,Есильский,ru
"Алматиинский ауданында жолда көк мұз, көліктер тайып барады, назар аударыңыздаар",snow_ice,medium,Управление благоустройства / Дорожный комитет (очистка снега и наледи),183000,3,Алматинский,kk
"on хусейна бижанова street neighbours are noisy at night, can't sleep. the situation is serious, please fix urgently",noise,high,Департамент полиции г. Астаны,9000,1,Есильский,en
"Сарыаркинский ауданында ыстық су 92 күнге өшірілді, мүмкіндік болса қараңыздар",heating_utilities,low,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,752000,12,Сарыаркинский,kk
"On Бейбитшилик street the bus stop is in bad condition, no shelter, this is already dangerous",public_transport,high,Управление пассажирского транспорта,110000,9,Сарыаркинский,en
"На улице Хусейна Бижанова возводят здание вплотную к домам, нарушены нормы. доставляет неудобства Спасибо, что как всегда ничего не делается.",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),1738000,23,Есильский,ru
"В Нуринский районе канализация затопила двор, так уже давно. может случитьс япожар",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),494000,2,Нуринский,ru
"алихана бокейхана көшесінде ыстық су 28 күнге өшірілді, жағдай ауыр, шұғыл шешу керек",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,272000,8,Нуринский,kk
"Сильное заадымление В Байконырский районе возле остановки, пахнет гарью, пмогите пожалуйста. доставляет неудобства Ну конечно, всем всё равно.",fire,medium,ДЧС г. Астаны — Пожарная служба (101),314000,3,Байконырский,ru
"на улице тлендиева стая собак возле школы, страшно за детей, не срочно, но раздражает",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,19000,2,Нуринский,ru
"сыганак көшесінде подъезде газ иісі шығып тұр, өте қауіпті, төтенше жағдай",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,135000,0,Есильский,kk
"On Сарыарка street the streetlight is not working, it's dark and scary at night. it causes inconvenience",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,50000,4,Нуринский,en
"in нуринский district fire in an apartment on floor 14, please take action. this is very dangerous",fire,critical,ДЧС г. Астаны — Пожарная служба (101),418000,1,Нуринский,en
"На улице Кенесары в квартире сильно пахнет газом, жители жалуются. опасно для детей",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,139000,0,Алматинский,ru
"in сарыаркинский distrit can aggressive dog bit a passer-by, fix it when possible Apparently nobody cares.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,45000,14,Сарыаркинский,en
"На улице Абая нет холодной воды в доме уже 35 дней, сколько можно терпеть. доставляет неудобства",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),525000,2,Есильский,ru
"На улице Жубанова отключили горячую воду на 6 дней, ситуация серьёзная, прошу срочно решить",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,416000,2,Алматинский,ru
"На улице Богенбай батыра возле роддома перегорело уличное освещение, ничего не видно ночью. прошу обратить внимание",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,70000,3,Нуринский,ru
"On Абая street near the market a shooting near the club, someone is injured, dangerous for children",crime,critical,Департамент полиции г. Астаны (102),94000,10,Есильский,en
"В Есильский районе возле поликлиники №4 фонарей не горят уже неделю, видео есть",streetlight,critical,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,92000,2,Есильский,ru
"Уже месяц На улице Ажкол огромная выбоина, жителям некоомфортно",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),205000,14,Сарыаркинский,ru
"байконырский ауданында емхана маңында пәтерде өрт шықты, көмектесіңіздерші. төтенше жағай",fire,critical,ДЧС г. Астаны — Пожарная служба (101),2500000,2,Байконырский,kk
"Дорожное покрытие На улице Достк в ужасном состоянии, ям. может случиться пожар",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),286000,3,Алматинский,ru
"Жанибека и Керея көшесінде баланың жағдайы нашар, жедел жәрдем шақырыңыз, бұл өте қауіпті",medical_emergency,critical,Станция скорой медицинской помощи (103),12000,1,Алматинский,kk
"In Сарыаркинский district construction without a permit, residents are complaining. urgent, there is a threat to life",illegal_construction,critical,Управление архитектуры и градостроительства (ГАСК),772000,34,Сарыаркинский,en
"на улице тлендиева постоянные перебои с электричеством, ужее писали в e-otinish",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),403000,0,Нуринский,ru
"On Жанибека и Керея street sewage flooded the yard, the whole yard suffers. fix it when posible",water_sewage,low,ГКП «Астана су арнасы» (Водоканал),180000,4,Нуринский,en
"On Мангилик Ел street the streetlight is not working, it's dark an dscary at night. dangerous for children",streetlight,critical,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,65000,3,Сарыаркинский,en
"Сарайшык көшесінде қаңғыас иттер жүр, бірнеше, адамдарға тап беруде, тұрғындар шағымдануда. шұғыл емес, бірақ мазалаайды Әрине, әдеттегідей ешкім қам жемейді.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,27000,5,Сарыаркинский,kk
"In Алматинский district he asphalt collapsed, thiss is outrageous",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),171000,9,Алматинский,en
"Байконырский ауданында қар 5 күн тазаланбайды, өтуге болмайды, көмектесіңіздерші. бұл қауіпті",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),104000,1,Байконырский,kk
"В Нуринский районе авария, машина сблиа пешехода, житлям некомфортно",traffic_accident,medium,Департамент полиции (ДПС) + Скорая помощь 103,125000,1,Нуринский,ru
"On Достык street a shooting near the club, someone is injured, this is already dangerous",crime,high,Департамент полиции г. Астаны (102),202000,16,Байконырский,en
"in сарыаркинский district snow hasn't been cleared for 85 days, we called 109, no result. this is already dangerous",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),90000,0,Сарыаркинский,en
"Автобус №96 На улице Сейфуллина возле детской площадки не ходит по расписанию, никто не реагирует. это уже опасно",public_transport,high,Управление пассажирского транспорта,49000,13,Алматинский,ru
"На ул. Достык возле поликлиники №4 застряли в лифте между этажами, жителям некомфортно",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),290000,3,Сарыаркинский,ru
"on республики street a woman has chest pain, send an ambulacne, please look into it. needs immediate action",medical_emergency,critical,Станция скорой медицинской помощи (103),12000,0,Сарыаркинский,en
"жубанова көшесінде шам жанбай тұр, ешкім әрекет етпейді",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,69000,1,Нуринский,kk
"Overflowing bins In Нуринский district, terrible smell. please pay attention Apparently nobody cares.",garbage,medium,Управление благоустройства г. Астаны (Тазалық),24000,2,Нуринский,en
"80-автобус Туран көшесінде аялдама маңында кестемен жүрмейді, ешкім әрекет етпейді. шұғыл емес, бірақ мазалайды",public_transport,low,Управление пассажирского транспорта,65000,14,Сарыаркинский,kk
"на улице хусейна бижанова возле роддома драка со стрельбой, человека ранили, нужна полиция, очень опасынй участок",crime,high,Департамент полиции г. Астаны (102),33000,14,Сарыаркинский,ru
"нуринский ауданында бүкіл аудан зардап шегуде қоқыс шығарылмайды, шара қолданыңыз. шұғыл емес, бірақ мазалайды",garbage,low,Управление благоустройства г. Астаны (Тазалық),39000,4,Нуринский,kk
"На улице Кошкарбаева возле детского сада «Балапан» нет пандуса для колясок и инвалидов, звонили в 109, без толку",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",32000,7,Алматинский,ru
"сарыарка көшесінде аялдама маңында үйде 98 күн суық су жоқ, қашанға дейін шыдау керек. шұғыл емес, бірақ мазалайды",water_sewage,low,ГКП «Астана су арнасы» (Водоканал),384000,3,Сарыаркинский,kk
"В Есильский районе возле роддома канализация затопила двор, сколько можно терпеть. доставляет неудобства Спасибо, что как всегда ничего не делается.",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),277000,2,Есильский,ru
"В Байконырский р-не возле университета отключили свет во всём де. не срочно, но раздражает",power_outage,low,АО «Астанаэнергосбыт» / городские электросети (АРЭК),88000,2,Байконырский,ru
"Абая көшесінде пәтерде ггаз иісі күшті, шара қолданыңыз. өмірге қауіп бар, шұғыл",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,177000,1,Алматинский,kk
"сауран көшсінде мгедектерге арналған пандус жоқ, тұрғындар шағымдануда",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",27000,8,Алматинский,kk
"На ул. Тлендиева канализация зтопила двор, соседи подтвердят. ситуация чрезвычайная",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),396000,2,Есильский,ru
"На ул. Тлендиева возле университета прорыв трубы, весь двор затопило водой, фото прилагаю. угроза для жителей",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),325000,2,Байконырский,ru
"в байконырский р-не прорыв трубы, весь двор затопило водой, целый двор страдает. ситуация серьёзная, прошу срочно решить",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),254000,2,Байконырский,ru
"In Алматинский district the streetlight is not working, it's dark and scary at night. a real threat to residents",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,31000,3,Алматинский,en
"На улице Абая сломан светофор на перекрёстке, целый двор страдает. когда будет возможность, посмотрите",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",37000,12,Сарыаркинский,ru
"На улице Кошкарбаева деревья не подстрижены, газон зарос, повсюду. хотелось бы решить этот вопрос Ну конечно, всем всё равно.",park_landscaping,medium,Управление благоустройства и озеленения,267000,8,Байконырский,ru
"На улице Кабанбай батыра возле ЖД вокзала бегают бездомные собаки,, кидаются на людей, помогите пожалуйста. не срочно, но раздражает Видимо, это никому не нужно.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,24000,6,Алматинский,ru
"15-автобус алматинский ауданында кестемен жүрмейді, көмектесіңіздерші. шұғыл емес, бірақ мазалайды",public_transport,low,Управление пассажирского транспорта,24000,13,Алматинский,kk
"достык көшесінде рұқсатсыз құрылыс жүргізілуде, өтінемін қарастырыңыз. мүмкіндік болса қараңыздар",illegal_construction,low,Управление архитектуры и градостроительства (ГАСК),409000,36,Есильский,kk
"In Сарыаркинский district near the playground illegal building on public land, people are in danger",illegal_construction,critical,Управление архитектуры и градостроительства (ГАСК),1477000,31,Сарыаркинский,en
"2-автобус Кенесары көшесінде кестемен жүрмейді, қашанға дейін шыдау керек. назар аударыңыздар",public_transport,medium,Управление пассажирского транспорта,132000,14,Алматинский,kk
"Broken road On Жубанова street, multiple potholes damaging cars. this is alredy dangerous",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),326000,6,Нуринский,en
"on динмухамед акунаева street a car ccaught fire, the flames are spreading, needs immediate action",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1172000,1,Байконырский,en
сарыаркинский ауданында аялдама маңында кафеден қатты музыка таңға дейін. суреті бар,noise,high,Департамент полиции г. Астаны,2000,1,Сарыаркинский,kk
"Мангилик Ел көшесінде балабақша маңындда ағаштра кесілмеген, көгал өсіп кеткен. қолайсыздық туғызып тұр",park_landscaping,medium,Управление благоустройства и озеленения,362000,9,Сарыаркинский,kk
"на улице бейбитшилик мотоциклист попал в аварию, нужна помощь, очень опасный участок",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,123000,1,Байконырский,ru
"На улице Орынбор возле родда люк на тротуаре открыт, можно провалиться, когда будет возможность, посмотрите",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",72000,11,Сарыаркинский,ru
"7-автобус Нуринский ауданында кестемен жүрмейді, тұрғындар шағымдануда. бұл қауітпі",public_transport,high,Управление пассажирского транспорта,169000,13,Нуринский,kk
"в нуринский районе газовая труба повреждена, идёт газ, очень опасный участок",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,122000,0,Нуринский,ru
"Утечка воды На ул. Бейбитшилик, весь р-н страдает, дорогу размывает. опасно для детей",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),1432000,3,Нуринский,ru
"Сарыаркинский ауданында балабақша маңында асфальт ойылған, қашанға дейін шыдау керек",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),190000,7,Сарыаркинский,kk
"On Акжол street near the bus stop construction without a permit, we called 109, no result. not urgent but annoying",illegal_construction,low,Управление архитектуры и градостроительства (ГАСК),1274000,38,Сарыаркинский,en
"Алматинский ауданында көгалға көлік қойып кеткен, мүмкіндік болса қараңыздар Бәріне бәрібір сияқты.",parking_violation,low,Местная полицейская служба / служба эвакуации,6000,1,Алматинский,kk
"На улице Достык снег не чистят 3 дней, дорога непроходима, доставляет неудобства",snow_ice,medium,Управление благоустройства / Дорожный комитет (очистка снега и наледи),54000,2,Есильский,ru
"In Есильский district a gas leak, it smells of gas, afraid of explosion, residents are uncofortable",gas_leak,medium,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,140000,0,Есильский,en
"На улице Сейфуллина несколько мусор не вывозят, звонили в 109, без толку. когда будет возможность, посмотрите",garbage,low,Управление благоустройства г. Астаны (Тазалық),66000,4,Алматинский,ru
"Богенбай батыра көшеесінде еемхана маңында көршілер түнде шулайды, ұйықтау мүмкін емес. шұғыл емес, бірақ мазалайды",noise,low,Департамент полиции г. Астаны,2000,1,Есильский,kk
"На улице Абая заблокировали выез з двора припаркованной машиной, доставляет неудобства",parking_violation,medium,Местная полицейская служба / служба эвакуации,11000,1,Байконырский,ru
"На ул. Сыганак человеку плохо, без сознания, срочно нужна скорая, угроза для жителей",medical_emergency,high,Станция скорой медицинской помощи (103),10000,1,Байконырский,ru
"on республики street black ice on the road, cars are sliding, constantly recurring. please pay attention Thanks for doing nothing, as always.",snow_ice,medium,Управление благоустройства / Дорожный комитет (очистка снега и наледи),153000,3,Алматинский,en
"В Есильский районе возле перекрёстка нет электричества уже 8 часов, это безобразие. очень опасный участок",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),383000,1,Есильский,ru
"On Республики street near the market sewage flooded the yard, please take action. it causes inconvenience Thanks for doing nothing, as always.",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),309000,2,Сарыаркинский,en
"На ул. Е10 возле ынка «Артём» не работает уличный фонарь, вечером темно и страшно. хотелось бы решить этот вопрос",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,47000,4,Байконырский,ru
"on мангилик ел street a parked car is blocking the courtyard exit, please pay attention",parking_violation,medium,Местная полицейская служба / служба эвакуации,13000,1,Есильский,en
"на улице бейбитшилик соседи шумят по ночам, невозможно спать. хотелось бы решить этот вопрос Видимо, это никому не нужно.",noise,medium,Департамент полиции г. Астаны,5000,1,Сарыаркинский,ru
"in есильский district near the school #25 black ice on the road, cars are sliding, everywhere. the situation is serious, please fix urgently",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),85000,3,Есильский,en
"В Сарыаркинский районе мотоциклист попал в аварию, нужна помощь, ситуация серьёзная, прошу срочно решить",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,249000,1,Сарыаркинский,ru
"Туран көшесінде жол бұзылған, шұңқыр, өліткер зақымдалуда. қолайсыздық туғызып тұр",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),204000,7,Есильский,kk
"есильский ауданында кәріз ауласын су басты, ешкім әрекет етпейді. қолайсыздық туғызып тұр",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),245000,2,Есильский,kk
"В Байконырский районе отключили свет во всём доме, весь район страдает. ситуация серьёзная, прошу срочно решить",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),422000,1,Байконырский,ru
"On уТран street snow hasn't been cleared for 54 days, please help. residetns are uncomfortable Thanks for doing nothing, as always.",snow_ice,medium,Управление благоустройства / Дорожный комитет (очистка снега и наледи),97000,1,Нуринский,en
"Есильский ауданында бүкіл үйде жарық өшті, бірнеше. назар ауарыңыздар",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),135000,1,Есильский,kk
"На ул. Орынбор нет отопления в де, в квартире холодно, просьба разобраться. хотелось бы решить этот вопрос",heating_utilities,medium,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,339000,8,Нуринский,ru
"на улице абая возле школы №25 лифт дёргается и останавливается, страшно ездить, нужно срочно",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),139000,5,Нуринский,ru
"бейбитшилик көшесінде көлік тротуарға қойылған, өтуге болмайды, тұрғындар шағымдануда. қолайсыздық туғызып тұр",parking_violation,medium,Местная полицейская служба / служба эвакуации,6000,2,Алматинский,kk
"Байконырский ауданында жол бұзылған, шұңқыр, көліктер зақымдалуда. төтенше жағадй",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),217000,9,Байконырский,kk
"на уиец акжол лифт сломан, пожилым тяжело подниматься, прошу принять меры",elevator,critical,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),304000,3,Нуринский,ru
"На улице Е10 соседи шумят по ночам, невозможно спать. когда будет возможность, посмотрите",noise,low,Департамент полиции г. Астаны,4000,1,Байконырский,ru
"Алматинский ауданында қоқыс шығарылмайды, ешкім әрекет етпейді. қолайсыздық туғызып тұр Бәріне бәрібір сияқты.",garbage,medium,Управление благоустройства г. Астаны (Тазалық),30000,4,Алматинский,kk
"маршрут №24 на улице сарайшык отенили, людям не доехать. доставляет нееудобства Спасибо, что как всегда ничего не делается.",public_transport,medium,Управление пассажирского транспорта,109000,16,Нуринский,ru
"В Саррыаркинский районе возле ТЦ «Хан Шатыр» женщине плохо с сердцем, нужна неотложка, сколько можно терпеть. это очень опасно",medical_emergency,critical,Станция скорой медицинской помощи (103),13000,0,Сарыаркинский,ru
"В Есильский районе соседи шумят по ночам, невозможно спать. хотелось бы решить этот вопрос",noise,medium,Департамент полиции г. Астаны,4000,0,Есильский,ru
"переполненные баки на ул. кабанбай батыра, ужасный запах. доставляет неудобства Спасибо, что как всегда ничего не делается.",garbage,medium,Управление благоустройства г. Астаны (Тазалық),32000,3,Сарыаркинский,ru
"Детская площадка На улице Кенесары в аварийном состоянии, это безобразие",park_landscaping,low,Управление благоустройства и озеленения,306000,26,Есильский,ru
"На улице Республики избили человека во дворе, нужна полиция, нужно срочо",crime,high,Департамент полиции г. Астаны (102),134000,16,Нуринский,ru
Есильский ауданында кафеден қатты музыка таңға дейін. қашанға дейін шыдау керек,noise,medium,Департамент полиции г. Астаны,1000,1,Есильский,kk
"Богенбай батыра көшесінде көлік тротуарға қойылған, өтуге болмайды, бүкіл аула зардап шегуде. назар аударыңыздар",parking_violation,medium,Местная полицейская служба / служба эвакуации,8000,1,Байконырский,kk
"В Байконырский районе машину припарковали на тротуаре, не пройти с коляской, жители жалуются. досатвляет неудобства Спасибо, что как всегда ничего не делается.",parking_violation,medium,Местная полицейская служба / служба эвакуации,11000,2,Байконырский,ru
"Байконырский ауданында лифт бұзылған, қарттарға ауыр, қолайсыздық туғызып тұр",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),161000,5,Байконырский,kk
"кошарбаева көшесінде көлік жанып кетті, бұл өте қауіпті",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1001000,1,Байконырский,kk
В Нуринский районе образовалась стихийная свалка. просьба разобраться,garbage,medium,Управление благоустройства г. Астаны (Тазалық),42000,2,Нуринский,ru
"в нуринский р-не ребёно кзадыхается, помогите, вызовите скорую, люди в опасности",medical_emergency,critical,Станция скорой медицинской помощи (103),10000,0,Нуринский,ru
"On Туран street no electricity for 61 hours, this is outrageous. please pay attention Apparently nobody cares.",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),147000,1,Сарыаркинский,en
"In Байконырский district the gas pipe is damaged, gas is leaking, urgent, there is a threat to life",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,128000,0,Байконырский,en
"On Тлендиева street several garbage is not collected, residents are complaining. please pay attention",garbage,medium,Управление благоустройства г. Астаны (Тазалық),84000,1,Есильский,en
"In Байконырский district neighbours are noisy at night, can't sleep. fix it when possible",noise,low,Департамент полиции г. Астаны,1000,0,Байконырский,en
"on жубанова street the asphalt collapsed, the whole yard suffers",pothole,low,Управление пассажирского транспорта и автодорог (Дорожный комитет),272000,5,Сарыаркинский,en
"Богенбай батыра көшесінде қоқыс контейнерлері толып кеткен, иісі шығады. бұл қауіпті",garbage,high,Управление благоустройства г. Астаны (Тазалық),26000,2,Сарыаркинский,kk
"республики көшесінде тротуарда люк ашық тұр, қауіпті, шұғыл емес, бірақ мазалайды",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",76000,4,Сарыаркинский,kk
"В Байконырский р-не соседди умят по ночам, невозможно спать. мелочь, но всё же",noise,low,Департамент полиции г. Астаны,1000,0,Байконырский,ru
Жубанова көшесінде кафеден қатты музыка таңға дейін. суреті бар,noise,low,Департамент полиции г. Астаны,2000,0,Нуринский,kk
"На улице Сейфуллина люк на тротуаре открыт, можно провалиться, доставляет неудобства",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",65000,5,Алматинский,ru
"На улице Богенбай батыра возле ТЦ «Хан Шатыр» бегают бездомные собаки,, кидаются на людей, уже писали в e-Otinish. жителям некомфортно Ну конечно, всем всё равно.",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,23000,3,Байконырский,ru
"Алматинский ауданында бірнеше қоқыс шығарылмайды, бүкіл аула зардап шегуде. мүмкіндік болса қараңыздар",garbage,low,Управление благоустройства г. Астаны (Тазалық),16000,5,Алматинский,kk
"в алматинский районе возле рынка «артём» лифт не работает уже 61 дней, помогите пожалуйста. не срочно, но раздражает",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),187000,5,Алматинский,ru
"on туркестан streeet a gas leak, it smells of gas, afraid of explosion, dangerous for children",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,198000,0,Алматинский,en
"Нуринский ауданында подъезде газ иісі шығып тұр, өте қауіпті, өмірге қауіп бар, шұғыл",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,233000,0,Нуринский,kk
On Динмухамеда Кунаева street all along the street loud music from a cafe until morning. please help,noise,low,Департамент полиции г. Астаны,7000,1,Сарыаркинский,en
"Кошкарбаева көшесінде екі көлік соқтығысып, жол бітеліп қалды, бұл өте қауіпті",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,57000,1,Алматинский,kk
"В Нуринский районе лифт дёргается и останавливается, страшно ездить, очень опасный участок",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),187000,2,Нуринский,ru
"Нуринский ауданында пәтерде өрт шықты, көмектесіңіздерші. жағдай ауыр, шұғыл шешу керек",fire,high,ДЧС г. Астаны — Пожарная служба (101),733000,2,Нуринский,kk
"On Алихана Бокейхана street near the clinic an aggressive dog bit a passer-by, the situation is serious, please fix urgently",stray_animals,high,Управление ветеринарии / отлов безнадзорных животных,67000,9,Есильский,en
"Контейнеры На улице Кабанбай батыра возле остановки переполнены, мусор валяетсяя на земле. доставляет нудобства Спасибо, что как всегда ничего не делается.",garbage,medium,Управление благоустройства г. Астаны (Тазалық),79000,3,Нуринский,ru
