text,category,urgency,department,cost_kzt,resolution_days,location_district,language
"в есильский районе наледь на дороге, машины скользят. жителям некомфортно",snow_ice,medium,Управление благоустройства / Дорожный комитет (очистка снега и наледи),110000,1,Есильский,ru
"В Есильский районе возле городской больницы пожар в квартире на 75 этаже, это продолжается неделями. это уже опасно",fire,high,ДЧС г. Астаны — Пожарная служба (101),1003000,1,Есильский,ru
"Overflowing bins On Бейбитилик street, terrible smell. a minor issue, but still",garbage,low,Управление благоустройства г. Астаны (Тазалық),23000,2,Нуринский,en
"Жубанова көшесінде адам есінен танып қалды, жедел жәрдем керек, тұрғындарға қатер бар",medical_emergency,high,Станция скорой медицинской помощи (103),6000,0,Байконырский,kk
"Динмухамеда Кунаева көшесінде аялдама маңында аулада адамды сабап тастады, полиция керек, апат болды",crime,critical,Департамент полиции г. Астаны (102),62000,8,Сарыаркинский,kk
"На улице Жубанова возле детской площадки солман свеотфор на перекрёстке, акимат бездействует. уже произошла авария",other,critical,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",69000,3,Есильский,ru
"На улице Кошкарбаева нет холодной воыд в доме уже 61 дней, это безобразие. требуется немедленно вмешаться",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),709000,3,Алматинский,ru
"В Алматинский р-не газовая труба повреждена, идёт газ, срочно, есть угроза для жизни",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,245000,0,Алматинский,ru
"На улице Сарыарка агрессивная собака покусала прохожего, доставляет неудобства",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,16000,2,Байконырский,ru
"Байконырский ауданында екі көлік соқтығысып, жол бітеліп қалды, тұрғындарға қатер бар",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,117000,2,Байконырский,kk
"сарыаркинский ауданында ғимарат өртеніп жатыр, адамдар қауіпте, бұл өте қауіпті",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1882000,1,Сарыаркинский,kk
В Есильский районе возле городской больницы образовалась стихийная свалка. фото прилагаю,garbage,low,Управление благоустройства г. Астаны (Тазалық),21000,2,Есильский,ru
"бейбитшилик көшесінде аула шығуын көлікпен бөгеп қойды, мүмкіндік болса қараңыздар",parking_violation,low,Местная полицейская служба / служба эвакуации,17000,2,Есильский,kk
"Е10 көшесінде жол бұұзылған, шұңқыр, көліктер заымдалуда. бұл қауіпті",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),184000,9,Нуринский,kk
"республики көшесінде базар маңында лифтте қалып қойдық, мүмкіндік болса қараңыздар",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),68000,3,Байконырский,kk
"On Иманова street a water pipe burst, the whole district suffers water is flooding. this is very dangerous",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),1414000,3,Байконырский,en
"In Есилский district sewage flooded the yard, it's been like this for a while. this is already dangerosu",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),343000,3,Есильский,en
"на ул. кенесары в квартире сильно пахнет газом, никто не реагирует. это уже опасно",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,157000,0,Байконырский,ru
"On Кабанбай батыра street a building is on fire, in one spot smoke, people in danger, this is very dangerous",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1393000,1,Сарыаркинский,en
"Автобус №14 В Есильский районе возле детской площадки не ходит по расписанию, просьба разобраться. это уже опасно",public_transport,high,Управление пассажирского транспорта,157000,6,Есильский,ru
"Bus #16 On Кошкарбаева street doesn't follow the schedule, the whole yard suffers. please pay attention",public_transport,medium,Управление пассажирского транспорта,126000,14,Нуринский,en
"В Нуринский районе бездные животные роются в мусоре, никто не реагирует",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,13000,2,Нуринский,ru
"В Нуринский р-не возле ТЦ «Хан Шатыр» отключили горячую воду на 91 дней, срочно, есть угроза для жизни",heating_utilities,critical,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,749000,6,Нуринский,ru
"На улице Мангилик Ел возле роддома авария, машина сбила пешехода, ситуация серьёзная, прошу срочно решить",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,108000,0,Нуринский,ru
"На улице Сейфуллина возле остановки нет дорожного знака, водители путаются, просьба разобраться",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",44000,8,Есильский,ru
"on е10 tsreet there is in one spot a big pothole, please take action. it causes inconvenience",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),173000,3,Сарыаркинский,en
"на улице кенесары лифт не работает уже 63 дней, просьба разобраться. по возможности устраните",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),309000,7,Алматинский,ru
"В Нуринский районе возле роддома бездомные животные роются в мусоре, соседи подтвердят",stray_animals,high,Управление ветеринарии / отлов безнадзорных животных,32000,3,Нуринский,ru
"On Сарыарка street an elderly man fell on the street, not moving, dangerous for children",medical_emergency,critical,Станция скорой медицинской помощи (103),28000,1,Сарыаркинский,en
"сарыаркинский ауданында аулада адамды сабап тастады, полиция керек, өмірге қауіп бар, шұғыл",crime,critical,Департамент полиции г. Астаны (102),31000,13,Сарыаркинский,kk
"на ул. алихана боокейхана возле школы №25 плохое благоустройство, дороки разбиты, угроза для жителей",park_landscaping,high,Управление благоустройства и озеленения,259000,7,Нуринский,ru
"достык көшесінде балабақша маңында лифт бұзылған, қарттарға ауыр, төтенше жағдай",elevator,critical,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),156000,3,Есильский,kk
"Сосульки свисают с крыши В Есильский районе возле школы №25, могут упасть на людей, требуется немедленно вмешаться",snow_ice,critical,Управление благоустройства / Дорожный комитет (очистка снега и наледи),271000,1,Есильский,ru
"На улице Кошкарбаева возле ЖД вокзала оборвало линию электропередач, провод искрит, жителям некомфортно",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),218000,2,Алматинский,ru
"In Нуринский district a car hit a pedestrian, there are injuries, needs immediate action",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,201000,1,Нуринский,en
"On Туран street near the kindergarten the streetlight is not working, it's dark and scary at night. emergency situation",streetlight,critical,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,108000,2,Сарыаркинский,en
"На улице Акжол лифт не работает уже 32 дней, просьба разобраться. прошу обратить внимание",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),157000,3,Есильский,ru
"Overflowing bins In Алматинскйи district, terrible smell. not urgent but annoying",garbage,low,Управление благоустройства г. Астаны (Тазалық),7000,3,Алматинский,en
"В Алматинский районе нет электричества уже 73 часов, это продолжается неделями. требуется немедленно вмешаться",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),623000,2,Алматинский,ru
"Нуринский ауданында асфальт ойылған, 109-ға қоңырау шалдық, нәтиже жоқ",pothole,low,Управление пассажирского транспорта и автодорог (Дорожный комитет),136000,13,Нуринский,kk
"На улице Динмухамеда Кунаева ведётся стройка без разрешения, уже писали в e-Otinish. это уже опасно",illegal_construction,high,Управление архитектуры и градостроительства (ГАСК),766000,12,Есильский,ru
"на ул. хусейна бижанова возле родда отключили горячую воду на 4 дней, хотелось бы решить этот вопрос",heating_utilities,medium,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,735000,6,Байконырский,ru
"есильский ауданында саябақта орындықтар сынған, көмектесіңіздерші. назар аударыңыздар",park_landscaping,medium,Управление благоустройства и озеленения,384000,30,Есильский,kk
"Сыганак көшесінде балабақша маңында қар 79 күн тазаланбады, өтуге болмайды, шара қолданыңыз. бұл қауіпті",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),88000,1,Нуринский,kk
"на улице абая возле рынка «артём» в одном месте машины стоят на газоне, хотелось бы решить этот вопрос",parking_violation,medium,Местная полицейская служба / служба эвакуации,15000,0,Нуринский,ru
"В Сарыаркинский районе оборвало линию электропередач, провод искрит, доставляет неудобства Спасибо, что как всегда ничего не делается.",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),171000,1,Сарыаркинский,ru
"на улице жубанова возводят здание вплотную к домам, нарушены нормы. нужно срочно",illegal_construction,high,Управление архитектуры и градостроительства (ГАСК),2086000,33,Есильский,ru
в есильский районе образовалась стихийная свалка. никто не реагирует,garbage,low,Управление благоустройства г. Астаны (Тазалық),30000,3,Есильский,ru
"сарыаркинский ауданында подъезде газ иісі шығып тұр, өте қауіпті, балаларға қауіпті",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,85000,1,Сарыаркинский,kk
"самострой на улице кошкарбаева, перекрыли проход, уже писали в e-otinish Спасибо, что как всегда ничего не делается.",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),906000,46,Сарыаркинский,ru
"Сарыаркинский ауданнда қоқыс шығарылмайды, қашанға дейін шыдау керек. шұғыл емес, бірақ мазалайды",garbage,low,Управление благоустройства г. Астаны (Тазалық),28000,5,Сарыаркинский,kk
"Байконырский ауданында қоқыс контейнерлері толып кеткен, иісі шығады. бұл қауіпті",garbage,high,Управление благоустройства г. Астаны (Тазалық),42000,2,Байконырский,kk
"On Республики street an aggressive dog bit a passer-by, residents are uncomfortable",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,54000,9,Байконырский,en
"В Байконырский районе возле школы №25 пожилой мужчина упал на улице, не двигается, требуется немедленно вмешаться",medical_emergency,critical,Станция скорой медицинской помощи (103),8000,0,Байконырский,ru
"в алматинский районе столкновение двух автомобилей, движение перекрыто, это безобразие. это очень опасно",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,73000,1,Алматинский,ru
"Темно На улице Республики, освещение не работает. угроза для жителей",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,62000,2,Есильский,ru
"In Есильский district near the school #25 a car is parked on the sidewalk, can't pass with a stroller, we called 109, no result. please pay attention",parking_violation,medium,Местная полицейская служба / служба эвакуации,6000,1,Есильский,en
"На улице Сарайшык утечка газа, пахнет газом, боюсь взрыва, люди в опасности",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,110000,0,Есильский,ru
"Богенбай батыра көшесінде қоқыс контейнерлері толып кеткен, иісі шығады. бұл қауіпті",garbage,high,Управление благоустройства г. Астаны (Тазалық),26000,2,Сарыаркинский,kk
"Кенесары көшесінде бағдаршам істемейді, бүкіл аула зардап шегуде. қолайсыздық тууғызыып тұр",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",70000,9,Алматинский,kk
"в есильский р-не наледь на дороге, машины скользят, в одном месте. очень опасный участок",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),82000,1,Есильский,ru
"On Туркестан street near the school #25 no heating in the building, it's cold inside, already filed on e-Otinish. a real threat to residents",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,549000,4,Алматинский,en
"В Сарыаркинский районе возле школы №25 возводят здание вплотную к домам, нарушены нормы. прошу обратить внимание",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),916000,33,Сарыаркинский,ru
"In сЕильсккий district an open manhole on the sidewalk, one could fall in, please pay attention",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",157000,12,Есильский,en
"Орынбор көөшесіннде аялдама маңында көше шамы жанбайды, кешке қараңғы. шұғыл емес, бірақ мазалайды Әрине, әдеттегідей ешкім қам жемейді.",streetlight,low,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,39000,3,Есильский,kk
"On Жанибека и Керея street near the school #25 fire in an apartment on floor 69, the whole yard suffers. dangerous for children",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1291000,1,Есильский,en
"На улице Республики лопнула труба, ввода заливает подвал, опасно для детей",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),1343000,3,Есильский,ru
"на улице акжол кража из квартиры, вынесли вещи, это безобразие. доставляет неудобства",crime,medium,Департамент полиции г. Астаны (102),53000,16,Байконырский,ru
"На улице Сейфуллина канализация затопила двор, помогите пожалуйста. угроза для жителей",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),359000,3,Алматинский,ru
"на улице жанибеа и керея авария на теплотрассе, домов без тепла. мелочь, н овсё же",heating_utilities,low,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,345000,7,Байконырский,ru
"Нуринский ауданында балабақша маңында аялдама нашар жағдайда, назар аударыңыздар",public_transport,medium,Управление пассажирского транспорта,103000,14,Нуринский,kk
"in алматинский district a water pipe burst, water is flooding. please pay attention",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),228000,2,Алматинский,en
"Сарыарка көшесінде ағаштар кесілмеген, көгал өсіп кеткен. наза аударыңыздар Бәріне бәрібір сияқты.",park_landscaping,medium,Управление благоустройства и озеленения,477000,24,Сарыаркинский,kk
"В Есильский районе возле детской площадки застряли в лифте между этажами, мелочь, но всё же",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),144000,2,Есильский,ru
"Кошкарбаева көшесінде подъезде газ иісі шығып тұр, өте қауіпті, төтенше жағдай",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,437000,0,Сарыаркинский,kk
"On Сейфуллина street a car is parked on the sidewalk, can't pass with a stroller, no one responds. a minor issue, but still",parking_violation,low,Местная полицейская служба / служба эвакуации,8000,1,Алматинский,en
"на улице кошкарбаева утечка газа, пахнет газом, боюсь взрыва, уже приоззошла авария",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,224000,1,Нуринский,ru
"Нуринский ауданында балабақша маңында екі көлік соқтығысып, жол бітеліп қалды, бұл өте қауіпті",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,548000,1,Нуринский,kk
"Автобус №13 В Алматинский районе не ходит по расписанию, соседи подтвердят. жителям некомфортно Спасибо, что как всегда ничего не делается.",public_transport,medium,Управление пассажирского транспорта,130000,23,Алматинский,ru
"На ул. Сарыарка в парке сломаны скамейки и качели, жители жалуются. прошу обратить внимние",park_landscaping,medium,Управление благоустройства и озеленения,169000,6,Сарыаркинский,ru
"На улице Абая возле университета мусор не вывозят, фото прилагаю. очень опасный участок",garbage,high,Управление благоустройства г. Астаны (Тазалық),30000,2,Нуринский,ru
"в нуринский районе авария, машина сбила пешехода, угроза для жителей",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,241000,1,Нуринский,ru
"Есильский ауданында су құбыры жарылды, бірнеше су ағып жатыр. тұрғындарға қатер бар",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),763000,2,Есильский,kk
"В Байконырский районе пожилой мужчина упал на улице, не двигается, ситуация чрезвычайная",medical_emergency,critical,Станция скорой медицинской помощи (103),9000,1,Байконырский,ru
На улице Бейбитшилик отключили свет во всём де. очень опасный участок,power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),252000,1,Байконырский,ru
"on динмухамеда кунаева street repeatedly cars parked on the lawn, fix it when possible",parking_violation,low,Местная полицейская служба / служба эвакуации,18000,2,Есильский,en
"Broken road On Иманова street, repeatedly potholes damaging cars. dangerous for children",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),447000,6,Алматинский,en
"On Жубанова street near the bus stop constantly recurring garbage is not collected, photo attached. please pay attention",garbage,medium,Управление благоустройства г. Астаны (Тазалық),55000,4,Есильский,en
"В Алматинский районе женщине плохо с сердцем, нужна неотложка, сколько можно терпеть. нужно срочно",medical_emergency,high,Станция скорой медицинской помощи (103),10000,0,Алматинский,ru
"Абая көшесінде емхана маңында көршілер түнде шулайды, ұйықтау мүмкін емес. назар аударыңыздар",noise,medium,Департамент полиции г. Астаны,3000,1,Байконырский,kk
"В Сарыаркинский районе отключили свет во всём доме. жителям некомфортно Спасибо, что как всегда ничего не делается.",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),62000,1,Сарыаркинский,ru
"В Есильский районе возле городской больницы перегорело уличное освещение, ничего не видно ночью. прошу обратить внимание Спасибо, что как всегда ничего не делается.",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,76000,4,Есильский,ru
"На улице Кабанбай батыра возле остановки лифт дёргается и останавливается, страшно ездить, очень опасный участок",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),223000,6,Нуринский,ru
"На ул. Кабанбай батыра ночью ограбили магазин, разбили витрину и вынесли товар, может случиться пожар",crime,critical,Департамент полиции г. Астаны (102),216000,12,Есильский,ru
"On Республики street near the market sewage flooded the yard, please take action. it causes inconvenience Thanks for doing nothing, as always.",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),309000,2,Сарыаркинский,en
"в алматинский р-не возе перекрёстка постоянные перебои с электричеством, просьба разобраться",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),401000,1,Алматинский,ru
"На улице Тлендиева возле детской площадки постоянные перебои с электричеством, это продолжается неделями",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),193000,1,Нуринский,ru
"в есильский районе несколько машины стоят на газоне, не срочно, но раздражает",parking_violation,low,Местная полицейская служба / служба эвакуации,23000,1,Есильский,ru
"на улице кабанбай батыра нет дорожного знака, водители путаются, жители жалуются",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",75000,6,Нуринский,ru
"Кабанбай батыра көшесінде түнде дүкенді тонап кетті, ешкім әрекет етпейді. қолайсыздық туғызып тұр Бәріне бәрібір сияқты.",crime,medium,Департамент полиции г. Астаны (102),82000,19,Алматинский,kk
"На ул. Тлендиева возле университета прорыв трубы, весь двор затопило водой, фото прилагаю. угроза для жителей",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),325000,2,Байконырский,ru
"On Республики street a pack of dogs near the school, scary for the children, fix it when possible Apparently nobody cares.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,21000,5,Алматинский,en
"On Кенесары street near the hospital the sidewalk is covered in ice, people are slipping, the situation is serious, please fix urgently",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),101000,1,Нуринский,en
"На улице Мангилик Ел пожар в квартире на 42 этаже, целый двор страдает. срочно, есть угроза для жизни",fire,critical,ДЧС г. Астаны — Пожарная служба (101),2500000,2,Сарыаркинский,ru
кенесары көшесінде кафеден қатты музыка таңға дейін. көптн бері осылай Бәріне бәрібір сияқты.,noise,medium,Департамент полиции г. Астаны,4000,0,Байконырский,kk
В Алматинский районе ввозле остановки по всей улице громкая музыка из кафе до утра. жители жалуются,noise,low,Департамент полиции г. Астаны,2000,0,Алматинский,ru
"На улице Жанибека и Керея застряли в лифте между этажами, мелочь, но всё же",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),135000,6,Сарыаркинский,ru
"in нуринский district near the market a car caught fire, the flames are spreading, urgent, there is a threat to life",fire,critical,ДЧС г. Астаны — Пожарная служба (101),2080000,2,Нуринский,en
"В Байконырский районе не работает уличный фонарь, вечером темно и страшно. доставляет неудобства",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,56000,2,Байконырский,ru
"в алматинский р-не паркуются на местах для инвалидов, уже писали в e-otinish",parking_violation,high,Местная полицейская служба / служба эвакуации,6000,1,Алматинский,ru
"In Байконырский district two vehicles collided, the road is blocked, the situation is serious, please fix urgently",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,152000,1,Байконырский,en
"On Алихана Бокейхана street stuck in the elevator between floors, please pay attention",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),167000,4,Байконырский,en
"в есильский р-не мотоциклист попал в аварию, нужна помощь, это очень опасно",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,117000,1,Есильский,ru
"In Сарыаркинский district the asphalt collapsed, please look into it",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),197000,3,Сарыаркинский,en
In Нуринский district in one spot loud music from a cafe until morning. it's been like this for a while,noise,critical,Департамент полиции г. Астаны,3000,0,Нуринский,en
"На улице Сейфуллина женщине плохо с сердцем, нужна неотложка, никто не реагирует. это очень опасно",medical_emergency,critical,Станция скорой медицинской помощи (103),1000,0,Есильский,ru
"В Нуринский районе возле университета нет отопления в доме, в квартире холодно, звонили в 109, без толку. доставляет неудобства",heating_utilities,medium,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,586000,10,Нуринский,ru
"Автобус №2 На улице Сейфуллина возле поликлиники №4 не ходит по расписанию, так уже давно. прошу обратить внимание Ну конечно, всем всё равно.",public_transport,medium,Управление пассажирского транспорта,119000,20,Нуринский,ru
"В Байконырский р-не уже несколько мсуор не вывозят, уже писали в e-Otinish. прошу обратить внимание",garbage,medium,Управление благоустройства г. Астаны (Тазалық),22000,3,Байконырский,ru
"In Есильскй district there is constantly recurring a big pothole, photo attached. needs immediate action",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),608000,6,Есильский,en
"On Сауран street near the kindergarten hot water cut off for 2 days, people are in danger",heating_utilities,critical,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,558000,7,Байконырский,en
"на ул. кенесары в парке сломаны скамейки и качели, помогите пжлст. не срочно, но раздражает",park_landscaping,low,Управление благоустройства и озеленения,188000,23,Алматинский,ru
"on сауран street sewage flooded the yard, plase help. dangerous for children",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),556000,1,Байконырский,en
"On Иманова street a car hit a pedestrian, there are injuries, the situation is serious, please fix urgently",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,126000,1,Байконырский,en
"on мангилик ел street stuck in the elevator between floors, it causes inconvenience",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),520000,8,Сарыаркинский,en
"Темно В Байконырский районе, освещение не работает. прошу обратить внимание",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,44000,3,Байконырский,ru
"on акжол street seage flooded the yard, please take action. residents are uncomfortable",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),432000,4,Байконырский,en
"в байконырский районе деревья не подстрижены, газон зарос. это уже опасно",park_landscaping,high,Управление благоустройства и озеленения,228000,14,Байконырский,ru
"on хусейна бижанова street neighbours are noisy at night, can't sleep. the situation is serious, please fix urgently",noise,high,Департамент полиции г. Астаны,9000,1,Есильский,en
"На ул. Тлендиева женщине плохо с сердцем, нужна неотложка, звонили в 109, без толку. ситуация серьёзная, прошу срочно решить",medical_emergency,high,Станция скорой медицинской помощи (103),19000,1,Есильский,ru
"55-автобус Бейбитшилик көшесінде кестемен жүрмейді, суреті бар. тұрғындарға қатер бар",public_transport,high,Управление пассажирского транспорта,51000,10,Алматинский,kk
"На улице Туркестан не работает уличный фонарь, вечером темно и страшно. не срочно, но раздражает",streetlight,low,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,66000,2,Нуринский,ru
"На улице Мангилик Ел возле университета горит здание, в одном месте дыма, люди в опасности, прошу обратить внимание",fire,medium,ДЧС г. Астаны — Пожарная служба (101),1640000,3,Алматинский,ru
"На улице Сарыарка пожилой мужчина упал на улице, не двигается, это уже опасно",medical_emergency,high,Станция скорой медицинской помощи (103),5000,0,Есильский,ru
"On Абая street near the hospital the bus stop is in bad condition, no shelter, residents are uncomfortable Apparently nobody cares.",public_transport,medium,Управление пассажирского транспорта,110000,4,Сарыаркинский,en
"in есильский district neighbours are noisy at night, can't sleep. it causes inconvenience",noise,medium,Департамент полиции г. Астаны,1000,1,Есильский,en
"Детская площадка На улице Кенесары в аварийном состоянии, это безобразие",park_landscaping,low,Управление благоустройства и озеленения,306000,26,Есильский,ru
"45-автобус алматинский ауданында кестемен жүрмейді, ешкім әрекеет етпейді. назар аударыңыздар",public_transport,medium,Управление пассажирского транспорта,149000,9,Алматинский,kk
"На улице Абая человеку плохо, без сознания, срочно нужна скорая, ситуация серьёзная, проошу срочно решить",medical_emergency,high,Станция скорой медицинской помощи (103),10000,0,Нуринский,ru
"Есильский ауданында балабақша маңында ыстық су 37 күнге өшірілді, төтенше жағдай",heating_utilities,critical,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,958000,6,Есильский,kk
"on кабанбай батыра street the traffic light at the crossing i sbroken, no one responds. it causes inconvenience",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",54000,10,Сарыаркинский,en
"On Сейфуллина street an elderly man fell on the street, not moving, people are in danger",medical_emergency,critical,Станция скорой медицинской помощи (103),10000,0,Алматинский,en
"on туран street the gas pipe is damaged, gas is leaking, urgent, there is a threat to life",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,155000,0,Алматинский,en
"94-автобус Сейфуллина көшесінде кестемен жүрмейді, өтінемін қарастырыңыз. тұрғындарға қатер бар",public_transport,high,Управление пассажирского транспорта,104000,7,Нуринский,kk
"В Есильский районе пергеорело уличное освещение, ничего не видно ночью. мелочь, но всё же",streetlight,low,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,40000,3,Есильский,ru
"На улице Акожл возле университета горит здание, дыма, люди в опасности, может случиться пожар",fire,critical,ДЧС г. Астаны — Пожарная служба (101),805000,1,Нуринский,ru
"Кабанбай батыра көшесіінде №25 мектеп маңында электр сымы үзіліп қалды, ұшқын шашып тұр, жағдай ауыр, шұғыл шешу керек",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),314000,1,Алматинский,kk
"На улице Сауран возле ТЦ «Хан Шатыр» застряли в лифте между этажами, очень опасный участок",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),725000,4,Байконырский,ru
"орынбор көшесінде екі көлік соқтыығысып, жол бітеліп қалды, жағдай ауыр, шұғыл шешу керек",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,112000,1,Нуринский,kk
"На улице Мангилик Ел возле городской больницы бездомные животные роются в мусоре, никто не реагирует",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,30000,8,Байконырский,ru
"on сыганак street a shooting near the club, someone is injured, it causes inconvenience",crime,medium,Департамент полиции г. Астаны (102),69000,10,Нуринский,en
"В Нуринский р-не оборвало линию электропередач, провод искрит, угроза для жителей",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),291000,1,Нуринский,ru
"Алмтаинский ауданында жол апаты болды, көлік соқтығысты, өтінемін қарастырыңыз. шұғыл еме,с бірақ мазалайды",traffic_accident,low,Департамент полиции (ДПС) + Скорая помощь 103,169000,1,Алматинский,kk
